date,home,away,home_score,away_score,home_xg,away_xg,attendance,referee,match_report_url,home_pk_goals,home_pk_attempts,home_yellow_cards,home_red_cards,home_shots,home_shots_on_target,home_touches,home_pressures,home_tackles,home_interceptions,home_blocks,home_shot_creating_actions,home_goal_creating_actions,home_passes_attempted,home_passes_completed,home_carries,home_passing_progressive_dist,home_carry_progressive_dist,home_dribble_attempts,home_dribble_success,home_fouls_committed,away_pk_goals,away_pk_attempts,away_yellow_cards,away_red_cards,away_shots,away_shots_on_target,away_touches,away_pressures,away_tackles,away_interceptions,away_blocks,away_shot_creating_actions,away_goal_creating_actions,away_passes_attempted,away_passes_completed,away_carries,away_passing_progressive_dist,away_carry_progressive_dist,away_dribble_attempts,away_dribble_success,away_fouls_committed,season
2017-08-26,Stuttgart,Mainz 05,1,0,2.3,0.9,53100,Benjamin Brand,https://fbref.com/en/matches/400d3616/Stuttgart-Mainz-05-August-26-2017-Bundesliga,0,1,2,0,16,4,569,142,13,8,8,27,2,474,372,401,2758,1065,7,5,12,0,0,1,0,14,6,517,86,8,7,16,23,0,411,313,345,2418,1015,11,7,19,2017-2018
2017-08-26,Eint Frankfurt,Wolfsburg,0,1,1.4,1,46000,Benjamin Cortus,https://fbref.com/en/matches/3bf149af/Eintracht-Frankfurt-Wolfsburg-August-26-2017-Bundesliga,0,0,3,0,15,6,533,128,10,9,9,21,0,445,323,356,3003,1328,4,1,18,0,0,1,0,7,3,556,93,13,10,12,8,2,437,322,348,2414,844,9,7,20,2017-2018
2017-08-26,Werder Bremen,Bayern Munich,0,2,0.4,1.8,42100,Bastian Dankert,https://fbref.com/en/matches/9b3e6ab4/Werder-Bremen-Bayern-Munich-August-26-2017-Bundesliga,0,0,1,0,5,0,425,147,16,15,11,9,0,311,216,258,1962,940,9,4,9,0,0,1,0,20,7,871,151,14,5,18,29,4,766,662,711,3745,2126,14,10,10,2017-2018
2017-08-26,Leverkusen,Hoffenheim,2,2,2.6,0.7,27106,Harm Osmers,https://fbref.com/en/matches/9992229f/Bayer-Leverkusen-Hoffenheim-August-26-2017-Bundesliga,1,1,2,0,18,2,668,143,16,11,13,27,4,554,431,472,2807,1452,7,7,16,0,0,2,0,6,4,491,236,11,7,25,7,3,382,253,290,2412,841,6,4,12,2017-2018
2017-08-26,Augsburg,M'Gladbach,2,2,3.3,1.4,29243,Sascha Stegemann,https://fbref.com/en/matches/3d33cbcd/Augsburg-Monchengladbach-August-26-2017-Bundesliga,0,0,2,0,24,9,592,132,12,8,20,38,4,493,372,393,3297,1262,9,4,13,0,0,2,0,14,3,560,89,6,3,23,19,3,437,342,383,2446,1274,10,6,12,2017-2018
2017-08-26,Dortmund,Hertha BSC,2,0,2.2,0.7,80860,Marco Fritz,https://fbref.com/en/matches/5734149b/Dortmund-Hertha-BSC-August-26-2017-Bundesliga,0,0,1,0,18,8,792,121,15,10,8,29,3,693,571,571,3751,1409,8,6,12,0,0,1,0,7,4,466,128,10,10,9,11,0,361,236,264,1937,794,12,6,9,2017-2018
2017-08-27,RB Leipzig,Freiburg,4,1,3.1,0.4,39265,Christian Dingert,https://fbref.com/en/matches/cd7718be/RB-Leipzig-Freiburg-August-27-2017-Bundesliga,0,0,2,0,28,11,759,158,10,16,8,51,8,644,522,565,3333,1632,7,5,12,0,0,1,1,6,4,426,152,16,2,20,11,2,316,195,214,1642,460,4,1,13,2017-2018
2017-08-27,Hannover 96,Schalke 04,1,0,0.9,0.4,49000,Patrick Ittrich,https://fbref.com/en/matches/5abf775e/Hannover-96-Schalke-04-August-27-2017-Bundesliga,0,0,1,0,11,3,568,172,10,12,8,15,2,474,349,368,2431,1029,6,5,17,0,0,2,0,7,1,602,128,12,6,18,10,0,520,390,435,2668,1114,8,7,17,2017-2018
2017-09-08,Hamburger SV,RB Leipzig,0,2,0.9,2.4,50231,Deniz Aytekin,https://fbref.com/en/matches/1e115c1f/Hamburger-SV-RB-Leipzig-September-8-2017-Bundesliga,0,0,1,0,9,2,404,141,18,8,25,9,0,278,148,175,1683,505,7,1,14,0,0,1,0,21,4,685,99,19,9,14,28,4,561,416,479,2858,1483,21,16,11,2017-2018
2017-09-09,M'Gladbach,Eint Frankfurt,0,1,0.9,0.4,51431,Robert Kampka,https://fbref.com/en/matches/9a77b60b/Monchengladbach-Eintracht-Frankfurt-September-9-2017-Bundesliga,0,0,3,0,15,3,711,99,9,6,15,18,0,610,475,514,3016,1342,8,5,17,0,0,2,0,10,4,404,175,14,4,22,18,2,282,166,195,2152,725,3,1,17,2017-2018
2017-09-09,Mainz 05,Leverkusen,3,1,1.3,0.9,24876,Markus Schmidt,https://fbref.com/en/matches/57753c8c/Mainz-05-Bayer-Leverkusen-September-9-2017-Bundesliga,0,0,2,0,14,5,475,305,16,15,20,22,5,355,226,285,1888,778,19,9,16,0,0,2,0,13,2,684,119,18,3,19,24,2,583,436,486,2725,1209,10,6,16,2017-2018
2017-09-09,Wolfsburg,Hannover 96,1,1,1.4,1,27321,Felix Zwayer,https://fbref.com/en/matches/3d2c38ea/Wolfsburg-Hannover-96-September-9-2017-Bundesliga,0,0,0,0,17,6,590,123,15,12,11,30,2,476,342,353,2933,1059,12,9,13,0,0,1,0,7,2,594,213,10,4,18,12,1,498,350,397,2579,1330,11,10,20,2017-2018
2017-09-09,Augsburg,Köln,3,0,2,0.7,27510,Tobias Stieler,https://fbref.com/en/matches/7e929ab2/Augsburg-Koln-September-9-2017-Bundesliga,1,1,0,0,9,3,431,146,17,6,18,17,5,311,179,212,2194,952,2,1,15,0,0,0,0,14,3,699,97,8,7,13,25,0,591,454,489,3704,1330,13,9,13,2017-2018
2017-09-09,Freiburg,Dortmund,0,0,0.7,1.6,24000,Benjamin Cortus,https://fbref.com/en/matches/d284fd39/Freiburg-Dortmund-September-9-2017-Bundesliga,0,0,0,1,6,2,316,153,10,9,22,7,0,205,105,125,1597,314,2,1,11,0,0,0,0,27,3,1036,111,6,1,18,46,0,937,829,861,4487,2100,11,7,11,2017-2018
2017-09-09,Hoffenheim,Bayern Munich,2,0,0.4,1.8,30150,Daniel Siebert,https://fbref.com/en/matches/fe417870/Hoffenheim-Bayern-Munich-September-9-2017-Bundesliga,0,0,3,0,6,3,397,266,12,9,16,11,3,301,185,234,1381,781,4,3,15,0,0,1,0,21,6,805,153,9,10,10,35,0,714,590,634,3675,2096,11,7,9,2017-2018
2017-09-10,Hertha BSC,Werder Bremen,1,1,0.9,1.1,49118,Bibiana Steinhaus,https://fbref.com/en/matches/33d3ec46/Hertha-BSC-Werder-Bremen-September-10-2017-Bundesliga,0,0,1,0,8,4,629,165,15,8,12,9,2,530,403,449,3164,1130,10,7,9,0,0,0,0,10,5,575,159,17,7,13,16,0,468,349,390,2848,1035,6,5,12,2017-2018
2017-09-10,Schalke 04,Stuttgart,3,1,2.3,1.3,61098,Frank Willenborg,https://fbref.com/en/matches/885af087/Schalke-04-Stuttgart-September-10-2017-Bundesliga,1,1,1,0,11,3,536,192,13,6,17,21,5,444,337,349,2618,787,7,3,15,0,0,1,0,10,1,783,221,4,7,13,18,2,699,599,616,3314,1204,4,2,19,2017-2018
2017-09-15,Hannover 96,Hamburger SV,2,0,1.8,0.7,49000,Robert Hartmann,https://fbref.com/en/matches/5fb323e0/Hannover-96-Hamburger-SV-September-15-2017-Bundesliga,0,0,1,0,17,4,648,194,8,9,24,23,2,520,392,428,3247,1029,7,5,17,0,0,0,0,13,3,481,130,14,6,17,18,0,370,234,278,2191,834,7,3,16,2017-2018
2017-09-16,Bayern Munich,Mainz 05,4,0,4.9,0.7,75000,Sascha Stegemann,https://fbref.com/en/matches/a10cf572/Bayern-Munich-Mainz-05-September-16-2017-Bundesliga,0,0,2,0,31,14,878,171,12,10,13,51,7,774,684,711,4383,1996,11,10,9,0,0,2,0,12,5,360,153,14,8,24,16,0,251,164,195,1503,777,14,6,5,2017-2018
2017-09-16,Werder Bremen,Schalke 04,1,2,0.9,0.9,42100,Benjamin Brand,https://fbref.com/en/matches/b8a1c45e/Werder-Bremen-Schalke-04-September-16-2017-Bundesliga,0,0,2,0,17,2,579,116,14,2,5,27,1,502,365,401,3113,1234,10,6,14,0,0,2,0,12,4,581,152,19,3,22,19,2,468,358,393,3016,1574,6,4,17,2017-2018
2017-09-16,Stuttgart,Wolfsburg,1,0,0.9,0.5,50500,Guido Winkmann,https://fbref.com/en/matches/198facdd/Stuttgart-Wolfsburg-September-16-2017-Bundesliga,0,0,2,0,9,3,543,226,13,9,11,14,1,456,346,378,2101,1168,5,3,15,0,0,3,0,8,1,630,116,13,6,6,13,0,550,451,481,3041,1122,5,1,20,2017-2018
2017-09-16,Eint Frankfurt,Augsburg,1,2,1.8,1,46500,Christian Dingert,https://fbref.com/en/matches/a357fa5b/Eintracht-Frankfurt-Augsburg-September-16-2017-Bundesliga,0,0,2,0,24,8,711,80,10,8,12,33,2,589,461,485,3462,1465,11,8,13,0,0,3,0,11,3,441,102,14,5,25,16,3,322,192,229,2045,711,12,8,13,2017-2018
2017-09-16,RB Leipzig,M'Gladbach,2,2,1.3,1.7,42558,Marco Fritz,https://fbref.com/en/matches/634c5128/RB-Leipzig-Monchengladbach-September-16-2017-Bundesliga,0,0,1,1,11,3,672,153,21,2,13,20,4,562,455,499,3239,1101,20,10,14,1,1,1,0,9,2,627,107,26,19,14,17,3,518,397,411,2650,970,10,8,12,2017-2018
2017-09-17,Hoffenheim,Hertha BSC,1,1,0.7,0.8,27243,Markus Schmidt,https://fbref.com/en/matches/ff315c8d/Hoffenheim-Hertha-BSC-September-17-2017-Bundesliga,0,0,2,0,9,2,724,172,14,6,11,13,1,627,542,562,3231,1535,4,1,15,0,0,2,0,9,4,539,153,16,9,13,13,2,442,351,367,2544,787,9,4,20,2017-2018
2017-09-17,Leverkusen,Freiburg,4,0,2.7,0.6,26232,Sven Jablonski,https://fbref.com/en/matches/abc12d71/Bayer-Leverkusen-Freiburg-September-17-2017-Bundesliga,0,0,0,0,22,9,751,80,7,4,10,31,6,668,552,594,3465,1327,10,7,4,0,0,2,0,4,1,448,164,9,2,13,3,0,375,259,279,1983,560,5,4,13,2017-2018
2017-09-17,Dortmund,Köln,5,0,3.1,0.5,81000,Patrick Ittrich,https://fbref.com/en/matches/52c8c028/Dortmund-Koln-September-17-2017-Bundesliga,1,1,0,0,21,8,860,176,13,5,14,37,7,773,671,697,3683,1939,10,8,12,0,0,3,0,6,2,371,161,12,8,13,12,0,287,184,225,1471,560,6,4,12,2017-2018
2017-09-19,M'Gladbach,Stuttgart,2,0,1.3,0.8,44063,Sören Storks,https://fbref.com/en/matches/677887ea/Monchengladbach-Stuttgart-September-19-2017-Bundesliga,1,1,0,0,8,2,695,95,16,7,10,12,4,607,519,553,2798,1551,5,3,9,0,0,1,0,12,4,581,148,14,9,8,18,0,495,414,439,2658,1495,9,5,8,2017-2018
2017-09-19,Wolfsburg,Werder Bremen,1,1,1,1.5,26174,Felix Brych,https://fbref.com/en/matches/e2e4d8fb/Wolfsburg-Werder-Bremen-September-19-2017-Bundesliga,0,0,1,0,13,4,770,152,19,4,17,17,2,671,530,556,3016,1800,8,6,10,0,0,2,0,11,3,525,98,9,9,11,14,0,426,294,332,2448,943,8,3,19,2017-2018
2017-09-19,Schalke 04,Bayern Munich,0,3,1,2.3,62271,Marco Fritz,https://fbref.com/en/matches/17ceb358/Schalke-04-Bayern-Munich-September-19-2017-Bundesliga,0,0,1,0,11,3,490,115,7,1,10,13,0,397,289,339,2067,1238,17,9,13,1,1,1,0,12,8,856,184,18,11,13,24,6,750,642,671,3576,1873,18,13,11,2017-2018
2017-09-19,Augsburg,RB Leipzig,1,0,1.1,0.9,26113,Daniel Siebert,https://fbref.com/en/matches/19965925/Augsburg-RB-Leipzig-September-19-2017-Bundesliga,0,0,2,0,12,4,463,153,11,17,9,12,2,355,210,241,2202,885,10,5,15,0,0,2,0,14,3,799,105,10,3,14,24,0,708,556,588,3566,1914,15,11,18,2017-2018
2017-09-20,Köln,Eint Frankfurt,0,1,1.7,1.7,49000,Martin Petersen,https://fbref.com/en/matches/cc1da234/Koln-Eintracht-Frankfurt-September-20-2017-Bundesliga,0,0,2,0,18,7,614,120,13,5,9,25,0,519,370,419,2652,1439,16,9,20,1,1,1,0,9,2,563,216,9,11,22,15,1,427,304,344,2854,1189,8,6,20,2017-2018
2017-09-20,Hamburger SV,Dortmund,0,3,0.5,2.7,52962,Felix Zwayer,https://fbref.com/en/matches/2fac1858/Hamburger-SV-Dortmund-September-20-2017-Bundesliga,0,0,3,0,8,2,488,103,15,4,11,13,0,389,243,250,2231,704,16,5,15,0,0,0,0,16,7,552,157,19,11,16,26,4,438,301,330,2156,997,19,9,14,2017-2018
2017-09-20,Hertha BSC,Leverkusen,2,1,0.8,0.5,32825,Deniz Aytekin,https://fbref.com/en/matches/6c5cd8f0/Hertha-BSC-Bayer-Leverkusen-September-20-2017-Bundesliga,0,0,1,0,5,3,505,190,13,9,15,8,4,403,280,312,2210,829,14,8,12,0,0,2,0,12,4,794,213,15,5,19,17,1,676,563,592,3480,1607,22,17,25,2017-2018
2017-09-20,Freiburg,Hannover 96,1,1,2.2,1.5,22900,Tobias Stieler,https://fbref.com/en/matches/19006b59/Freiburg-Hannover-96-September-20-2017-Bundesliga,0,1,2,0,20,5,550,88,6,7,13,34,2,442,325,364,2564,1254,18,12,17,0,0,4,0,16,3,552,227,11,5,14,21,2,438,319,341,2890,1321,6,3,19,2017-2018
2017-09-20,Mainz 05,Hoffenheim,2,3,1.3,1.3,23477,Manuel Gräfe,https://fbref.com/en/matches/391ecf44/Mainz-05-Hoffenheim-September-20-2017-Bundesliga,0,0,3,0,21,6,525,127,23,11,9,26,2,402,293,337,2258,1053,19,11,9,0,0,3,0,16,5,638,198,20,13,15,26,5,512,405,436,2994,1104,10,9,13,2017-2018
2017-09-22,Bayern Munich,Wolfsburg,2,2,2.9,1,75000,Christian Dingert,https://fbref.com/en/matches/8869577c/Bayern-Munich-Wolfsburg-September-22-2017-Bundesliga,1,1,1,0,19,2,702,143,11,5,10,31,3,622,525,555,3476,1625,0,0,10,0,0,2,0,8,4,536,182,8,8,9,12,4,461,365,388,2736,1038,5,1,12,2017-2018
2017-09-23,RB Leipzig,Eint Frankfurt,2,1,2,1.1,40606,Benjamin Brand,https://fbref.com/en/matches/e6cd2359/RB-Leipzig-Eintracht-Frankfurt-September-23-2017-Bundesliga,0,0,1,0,21,5,743,125,10,10,15,34,3,633,488,522,3164,1288,14,9,9,0,0,2,0,10,3,455,143,17,11,22,16,2,350,216,258,2127,672,14,10,18,2017-2018
2017-09-23,Werder Bremen,Freiburg,0,0,1.8,1.3,41000,Robert Hartmann,https://fbref.com/en/matches/43ae7d98/Werder-Bremen-Freiburg-September-23-2017-Bundesliga,0,0,2,0,17,6,605,84,10,9,15,26,0,510,370,416,3038,908,14,12,16,0,0,1,0,13,5,559,159,8,6,17,20,0,455,319,341,2604,804,7,4,9,2017-2018
2017-09-23,Hoffenheim,Schalke 04,2,0,2,1.7,30150,Sascha Stegemann,https://fbref.com/en/matches/7870c975/Hoffenheim-Schalke-04-September-23-2017-Bundesliga,0,0,3,0,12,6,549,243,16,9,20,24,4,446,350,379,2532,814,8,6,17,0,0,2,0,18,3,680,92,12,10,11,30,0,582,486,509,3036,1757,13,10,16,2017-2018
2017-09-23,Stuttgart,Augsburg,0,0,0.7,0.8,55202,Harm Osmers,https://fbref.com/en/matches/be29160b/Stuttgart-Augsburg-September-23-2017-Bundesliga,0,0,1,0,15,3,751,183,14,6,18,22,0,636,502,518,3659,1253,8,4,8,0,0,2,0,10,3,479,100,8,7,15,16,0,367,239,258,2507,917,7,5,15,2017-2018
2017-09-23,Mainz 05,Hertha BSC,1,0,1.1,0.6,23517,Tobias Stieler,https://fbref.com/en/matches/792d9b4c/Mainz-05-Hertha-BSC-September-23-2017-Bundesliga,1,1,3,0,8,2,515,171,16,3,11,14,2,419,272,302,2237,843,8,6,20,0,0,3,1,5,1,643,123,12,12,16,9,0,543,404,409,2994,901,17,12,25,2017-2018
2017-09-23,Dortmund,M'Gladbach,6,1,2.6,1.3,81360,Manuel Gräfe,https://fbref.com/en/matches/af09c719/Dortmund-Monchengladbach-September-23-2017-Bundesliga,0,0,0,0,18,9,1032,132,8,6,11,26,9,959,866,860,4463,1987,22,18,3,0,0,1,0,8,5,337,174,10,6,20,13,0,248,174,207,1425,454,13,10,6,2017-2018
2017-09-24,Hannover 96,Köln,0,0,1.3,1.2,47000,Daniel Siebert,https://fbref.com/en/matches/b2677d90/Hannover-96-Koln-September-24-2017-Bundesliga,0,0,4,0,14,1,628,122,14,5,8,24,0,525,417,444,3084,1387,7,3,18,0,0,2,0,6,1,375,86,14,3,18,5,0,284,175,194,1469,575,5,1,18,2017-2018
2017-09-24,Leverkusen,Hamburger SV,3,0,2.4,0.5,27601,Robert Kampka,https://fbref.com/en/matches/8251a762/Bayer-Leverkusen-Hamburger-SV-September-24-2017-Bundesliga,0,0,2,0,17,6,562,163,13,6,17,27,6,451,322,370,2429,881,10,8,18,0,0,2,0,11,1,510,92,12,6,17,18,0,398,275,304,2090,911,9,7,21,2017-2018
2017-09-29,Schalke 04,Leverkusen,1,1,1.2,1.1,61515,Guido Winkmann,https://fbref.com/en/matches/b288b705/Schalke-04-Bayer-Leverkusen-September-29-2017-Bundesliga,0,0,2,0,14,4,498,88,18,9,14,22,2,395,299,338,2213,1050,9,7,18,0,0,3,0,10,6,634,126,14,6,11,19,2,536,428,452,2744,1230,14,10,17,2017-2018
2017-09-30,Augsburg,Dortmund,1,2,1.8,2.4,30660,Marco Fritz,https://fbref.com/en/matches/c1f54533/Augsburg-Dortmund-September-30-2017-Bundesliga,0,0,4,0,12,5,466,168,14,13,12,18,1,359,201,242,2270,685,6,5,23,0,1,1,0,14,7,627,112,8,9,14,20,2,514,371,406,2654,1389,14,8,12,2017-2018
2017-09-30,M'Gladbach,Hannover 96,2,1,2.2,1.4,50542,Christian Dingert,https://fbref.com/en/matches/9476d8c6/Monchengladbach-Hannover-96-September-30-2017-Bundesliga,1,1,1,0,23,6,627,95,14,5,26,35,4,507,391,421,2957,1264,9,4,12,0,0,1,0,16,2,532,127,12,4,25,21,2,414,295,302,2739,905,9,3,15,2017-2018
2017-09-30,Eint Frankfurt,Stuttgart,2,1,1.3,1.5,51500,Felix Brych,https://fbref.com/en/matches/c8d12e7f/Eintracht-Frankfurt-Stuttgart-September-30-2017-Bundesliga,0,0,1,1,10,6,519,168,15,15,16,13,0,410,293,344,2500,1047,11,7,10,0,0,1,0,14,5,645,137,11,4,14,21,1,543,432,473,2696,1526,12,10,17,2017-2018
2017-09-30,Wolfsburg,Mainz 05,1,1,0.9,0.9,24352,Robert Hartmann,https://fbref.com/en/matches/03077c02/Wolfsburg-Mainz-05-September-30-2017-Bundesliga,0,0,3,1,6,2,612,134,15,12,15,9,1,509,383,400,2990,783,7,5,9,0,0,4,0,10,3,559,155,4,5,9,18,2,466,350,384,2775,1007,12,7,21,2017-2018
2017-09-30,Hamburger SV,Werder Bremen,0,0,1,0.5,54613,Deniz Aytekin,https://fbref.com/en/matches/02c85a2b/Hamburger-SV-Werder-Bremen-September-30-2017-Bundesliga,0,0,1,0,16,6,572,135,17,6,12,23,0,435,325,301,2907,1136,12,6,14,0,0,3,0,9,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2017-2018
2017-10-01,Freiburg,Hoffenheim,3,2,1.1,1.1,24000,Daniel Siebert,https://fbref.com/en/matches/666c9723/Freiburg-Hoffenheim-October-1-2017-Bundesliga,0,0,2,0,15,6,503,198,13,5,14,21,6,380,298,301,3150,883,11,5,13,0,0,3,0,15,5,593,115,17,0,10,23,3,495,394,426,3457,1271,5,3,17,2017-2018
2017-10-01,Hertha BSC,Bayern Munich,2,2,2,1.8,71212,Harm Osmers,https://fbref.com/en/matches/11ff6012/Hertha-BSC-Bayern-Munich-October-1-2017-Bundesliga,0,0,0,0,10,5,422,170,12,8,15,15,2,314,219,257,1830,794,6,5,14,0,0,2,0,16,3,751,108,8,9,4,26,4,661,546,571,3701,1448,7,5,12,2017-2018
2017-10-01,Köln,RB Leipzig,1,2,1.7,2.6,48700,Felix Zwayer,https://fbref.com/en/matches/4d9b3ce4/Koln-RB-Leipzig-October-1-2017-Bundesliga,0,0,0,0,17,6,587,129,27,3,17,26,2,455,317,353,2848,867,8,6,11,0,0,2,0,23,10,626,85,13,8,25,31,4,473,361,403,2914,1189,19,7,13,2017-2018
2017-10-13,Stuttgart,Köln,2,1,2.6,1.7,58716,Benjamin Cortus,https://fbref.com/en/matches/668679f5/Stuttgart-Koln-October-13-2017-Bundesliga,0,0,2,0,22,7,541,210,19,9,24,31,3,415,287,321,2603,1186,7,5,13,0,0,3,0,17,3,626,138,18,10,18,23,2,499,371,425,3173,1223,12,8,13,2017-2018
2017-10-14,Bayern Munich,Freiburg,5,0,2,0.6,75000,Frank Willenborg,https://fbref.com/en/matches/095914c6/Bayern-Munich-Freiburg-October-14-2017-Bundesliga,0,0,0,0,25,9,862,117,5,3,12,44,9,779,682,714,4295,1589,10,5,5,0,0,0,0,6,2,439,203,16,4,18,9,0,343,255,271,1826,635,1,1,8,2017-2018
2017-10-14,Hannover 96,Eint Frankfurt,1,2,1,0.8,43500,Bastian Dankert,https://fbref.com/en/matches/8896204e/Hannover-96-Eintracht-Frankfurt-October-14-2017-Bundesliga,0,0,3,0,11,2,512,91,15,9,16,15,1,399,272,306,2439,1012,16,10,17,0,0,3,0,11,4,477,128,14,6,15,20,4,372,249,285,2186,1063,22,14,19,2017-2018
2017-10-14,Mainz 05,Hamburger SV,3,2,1.1,1.6,30371,Felix Brych,https://fbref.com/en/matches/eb296f2f/Mainz-05-Hamburger-SV-October-14-2017-Bundesliga,0,0,1,0,14,4,479,88,14,9,13,18,5,360,237,277,1894,837,9,7,16,1,1,1,0,8,1,528,174,18,7,15,11,1,418,286,326,2443,925,10,7,18,2017-2018
2017-10-14,Hertha BSC,Schalke 04,0,2,0.3,1.7,50590,Benjamin Brand,https://fbref.com/en/matches/60363d4c/Hertha-BSC-Schalke-04-October-14-2017-Bundesliga,0,0,1,1,4,0,516,158,13,9,25,4,0,396,305,346,2170,879,12,10,12,1,1,2,0,11,6,724,119,16,6,16,24,4,639,538,571,3132,1719,4,3,20,2017-2018
2017-10-14,Hoffenheim,Augsburg,2,2,1.8,1.1,27014,Manuel Gräfe,https://fbref.com/en/matches/deab105c/Hoffenheim-Augsburg-October-14-2017-Bundesliga,0,0,1,0,23,8,588,126,6,8,16,31,3,479,386,414,3416,994,11,8,8,0,0,0,0,13,6,497,143,12,8,13,21,4,404,293,321,2667,846,5,2,12,2017-2018
2017-10-14,Dortmund,RB Leipzig,2,3,3.1,2.3,80100,Deniz Aytekin,https://fbref.com/en/matches/1d76907c/Dortmund-RB-Leipzig-October-14-2017-Bundesliga,1,1,2,1,14,7,736,97,11,11,12,21,2,629,501,506,3269,1314,15,9,16,1,1,4,1,6,5,440,133,20,8,17,13,6,333,216,259,2237,779,16,13,21,2017-2018
